scenario,year,re_opening_nav,re_noi_yield,re_noi,gross_rent,re_asset_mgmt_fee,net_re_cashflow,re_appreciation_rate,re_closing_nav,hf_opening_nav,hf_return,hf_harvest,hf_closing_nav,refinance_proceeds,refinance_use_of_proceeds,cumulative_refinance_proceeds,reserve_opening_nav,reserve_closing_nav,retained_cash,lp_cash_yield_target,lp_cash_yield_paid,lp_cash_yield_shortfall,cumulative_lp_cash_yield_shortfall,lp_cash_yield_coverage_ratio,lp_distribution,lp_cumulative_distribution,lp_remaining_hurdle,economic_hurdle_passed,liquidity_available,liquidity_hurdle_passed,gp_fees,gp_cumulative_fees,gp_residual_nav,fund_nav,event_flag
re_liquidity_sensitivity__liquidity_trap__re_liquidity_60,10,15626903.305571318,0.09133412286804715,1427269.5065581428,1718959.3636128448,51568.78090838534,1375700.7256497575,0.07,8149584.527481934,1670737.0795315204,0.04,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,12184469.297841916,20000000.0,0.0,True,12270038.484889567,True,51568.78090838534,387551.36531389016,8149584.527481934,8149584.527481934,LP_HURDLE_ACHIEVED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,1,8500000.0,0.085,722500.0,1105000.0,33150.0,689350.0,0.08,9180000.0,1000000.0,0.8,0.0,1800000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,689350.0,689350.0,19310650.0,False,4595000.0,False,33150.0,33150.0,0.0,11480000.0,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,2,9180000.0,0.0884,811512.0000000001,1193400.0,35802.0,775710.0000000001,0.08,9914400.0,1800000.0,0.5,0.0,2700000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,775710.0000000001,1465060.0,18534940.0,False,5678600.0,False,35802.0,68952.0,0.0,13114400.0,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,3,9914400.0,0.09193600000000002,911490.2784000002,1288872.0,38666.159999999996,872824.1184000002,0.08,10707552.0,2700000.0,0.3,0.0,3510000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,872824.1184000002,2337884.1184,17662115.8816,False,6686888.0,False,38666.159999999996,107618.16,0.0,14717552.0,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,4,10707552.0,0.09561344000000001,1023785.8806988801,1391981.76,41759.4528,982026.4278988801,0.08,11564156.16,3510000.0,0.2,0.0,4212000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,982026.4278988801,3319910.54629888,16680089.45370112,False,7603039.04,False,41759.4528,149377.6128,0.0,16276156.16,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,5,11564156.16,0.09943797760000002,1149916.3012009822,1503340.3008,45100.209024,1104816.0921769822,0.08,12489288.652800001,4212000.0,0.15,0.0,4843800.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1104816.0921769822,4424726.638475862,15575273.361524139,True,8466122.1632,False,45100.209024,194477.821824,0.0,17833088.6528,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,6,12489288.652800001,0.10341549670400002,1291585.9895089434,1623607.5248640003,48708.225745920005,1242877.7637630233,0.08,13488431.745024003,4843800.0,0.1,0.0,5328180.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1242877.7637630233,5667604.402238886,14332395.597761113,True,9200287.936256,False,48708.225745920005,243186.04756992002,0.0,19316611.745024003,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,7,13488431.745024003,0.10755211657216004,1450709.3834164457,1753496.1268531205,52604.883805593614,1398104.499610852,0.08,14567506.284625925,5328180.0,0.1,0.0,5860998.000000001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1398104.499610852,7065708.901849737,12934291.098150263,True,10002874.571156483,False,52604.883805593614,295790.9313755136,0.0,20928504.284625925,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,8,14567506.284625925,0.11185420123504643,1629436.7794533516,1893775.8170013702,56813.274510041105,1572623.5049433105,0.08,15732906.787396,5860998.000000001,0.08,0.0,6329877.840000002,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1572623.5049433105,8638332.406793049,11361667.593206951,True,10763104.536849001,False,56813.274510041105,352604.2058855547,0.0,22562784.627396002,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_25,9,15732906.787396,0.11632836928444829,1830183.3906820049,2045277.8823614803,61358.336470844406,1768825.0542111604,0.08,14734964.858591892,6329877.840000002,0.08,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,11361667.593206951,20000000.0,0.0,True,11584152.899796922,True,61358.336470844406,413962.5423563991,14734964.858591892,14734964.858591892,LP_HURDLE_ACHIEVED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,1,8500000.0,0.085,722500.0,1105000.0,33150.0,689350.0,0.08,9180000.0,1000000.0,0.8,0.0,1800000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,689350.0,689350.0,19310650.0,False,5972000.0,False,33150.0,33150.0,0.0,11480000.0,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,2,9180000.0,0.0884,811512.0000000001,1193400.0,35802.0,775710.0000000001,0.08,9914400.0,1800000.0,0.5,0.0,2700000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,775710.0000000001,1465060.0,18534940.0,False,7165760.0,False,35802.0,68952.0,0.0,13114400.0,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,3,9914400.0,0.09193600000000002,911490.2784000002,1288872.0,38666.159999999996,872824.1184000002,0.08,10707552.0,2700000.0,0.3,0.0,3510000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,872824.1184000002,2337884.1184,17662115.8816,False,8293020.8,False,38666.159999999996,107618.16,0.0,14717552.0,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,4,10707552.0,0.09561344000000001,1023785.8806988801,1391981.76,41759.4528,982026.4278988801,0.08,11564156.16,3510000.0,0.2,0.0,4212000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,982026.4278988801,3319910.54629888,16680089.45370112,False,9337662.464000002,False,41759.4528,149377.6128,0.0,16276156.16,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,5,11564156.16,0.09943797760000002,1149916.3012009822,1503340.3008,45100.209024,1104816.0921769822,0.08,12489288.652800001,4212000.0,0.15,0.0,4843800.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1104816.0921769822,4424726.638475862,15575273.361524139,True,10339515.461120002,False,45100.209024,194477.821824,0.0,17833088.6528,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,6,12489288.652800001,0.10341549670400002,1291585.9895089434,1623607.5248640003,48708.225745920005,1242877.7637630233,0.08,13488431.745024003,4843800.0,0.1,0.0,5328180.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1242877.7637630233,5667604.402238886,14332395.597761113,True,11223552.698009603,False,48708.225745920005,243186.04756992002,0.0,19316611.745024003,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,7,13488431.745024003,0.10755211657216004,1450709.3834164457,1753496.1268531205,52604.883805593614,1398104.499610852,0.08,14567506.284625925,5328180.0,0.1,0.0,5860998.000000001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1398104.499610852,7065708.901849737,12934291.098150263,True,12188000.513850372,False,52604.883805593614,295790.9313755136,0.0,20928504.284625925,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_40,8,14567506.284625925,0.11185420123504643,1629436.7794533516,1893775.8170013702,56813.274510041105,1572623.5049433105,0.08,11201117.034189051,5860998.000000001,0.08,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,12934291.098150263,20000000.0,0.0,True,13123040.554958403,True,56813.274510041105,352604.2058855547,11201117.034189051,11201117.034189051,LP_HURDLE_ACHIEVED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,1,8500000.0,0.085,722500.0,1105000.0,33150.0,689350.0,0.08,9180000.0,1000000.0,0.8,0.0,1800000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,689350.0,689350.0,19310650.0,False,7808000.0,False,33150.0,33150.0,0.0,11480000.0,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,2,9180000.0,0.0884,811512.0000000001,1193400.0,35802.0,775710.0000000001,0.08,9914400.0,1800000.0,0.5,0.0,2700000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,775710.0000000001,1465060.0,18534940.0,False,9148640.0,False,35802.0,68952.0,0.0,13114400.0,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,3,9914400.0,0.09193600000000002,911490.2784000002,1288872.0,38666.159999999996,872824.1184000002,0.08,10707552.0,2700000.0,0.3,0.0,3510000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,872824.1184000002,2337884.1184,17662115.8816,False,10434531.2,False,38666.159999999996,107618.16,0.0,14717552.0,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,4,10707552.0,0.09561344000000001,1023785.8806988801,1391981.76,41759.4528,982026.4278988801,0.08,11564156.16,3510000.0,0.2,0.0,4212000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,982026.4278988801,3319910.54629888,16680089.45370112,False,11650493.695999999,False,41759.4528,149377.6128,0.0,16276156.16,
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,5,11564156.16,0.09943797760000002,1149916.3012009822,1503340.3008,45100.209024,1104816.0921769822,0.08,12489288.652800001,4212000.0,0.15,0.0,4843800.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1104816.0921769822,4424726.638475862,15575273.361524139,True,12837373.19168,False,45100.209024,194477.821824,0.0,17833088.6528,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,6,12489288.652800001,0.10341549670400002,1291585.9895089434,1623607.5248640003,48708.225745920005,1242877.7637630233,0.08,13488431.745024003,4843800.0,0.1,0.0,5328180.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1242877.7637630233,5667604.402238886,14332395.597761113,True,13921239.0470144,False,48708.225745920005,243186.04756992002,0.0,19316611.745024003,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
re_liquidity_sensitivity__exceptional_dynasty_outcome__re_liquidity_60,7,13488431.745024003,0.10755211657216004,1450709.3834164457,1753496.1268531205,52604.883805593614,1398104.499610852,0.08,7994213.186475663,5328180.0,0.1,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,14332395.597761115,20000000.0,0.0,True,15101501.770775557,True,52604.883805593614,295790.9313755136,7994213.186475663,7994213.186475663,LP_HURDLE_ACHIEVED
twenty_year_horizon__base_hit_everyone_happy__years_20,1,8500000.0,0.075,637500.0,1020000.0,30600.0,606900.0,0.04,8840000.0,1000000.0,0.2,0.0,1200000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,606900.0,606900.0,19393100.0,False,3910000.0,False,30600.0,30600.0,0.0,10540000.0,
twenty_year_horizon__base_hit_everyone_happy__years_20,2,8840000.0,0.07687499999999999,679574.9999999999,1060800.0,31824.0,647750.9999999999,0.04,9193600.0,1200000.0,0.15,0.0,1380000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,647750.9999999999,1254651.0,18745349.0,False,4178400.0,False,31824.0,62424.0,0.0,11073600.0,
twenty_year_horizon__base_hit_everyone_happy__years_20,3,9193600.0,0.07879687499999999,724426.9499999998,1103232.0,33096.96,691329.9899999999,0.04,9561344.0,1380000.0,0.1,0.0,1518000.0000000002,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,691329.9899999999,1945980.9899999998,18054019.01,False,4408336.0,False,33096.96,95520.95999999999,0.0,11579344.0,
twenty_year_horizon__base_hit_everyone_happy__years_20,4,9561344.0,0.08076679687499998,772239.1286999998,1147361.28,34420.8384,737818.2902999998,0.04,9943797.76,1518000.0000000002,0.12,0.0,1700160.0000000005,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,737818.2902999998,2683799.2802999998,17316200.7197,False,4686109.44,False,34420.8384,129941.7984,0.0,12143957.76,
twenty_year_horizon__base_hit_everyone_happy__years_20,5,9943797.76,0.08278596679687496,823206.9111941996,1193255.7312,35797.671936,787409.2392581996,0.04,10341549.6704,1700160.0000000005,0.08,0.0,1836172.8000000005,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,787409.2392581996,3471208.519558199,16528791.480441801,False,4921560.217600001,False,35797.671936,165739.470336,0.0,12677722.4704,
twenty_year_horizon__base_hit_everyone_happy__years_20,6,10341549.6704,0.08485561596679683,877538.5673330167,1240985.9604479999,37229.57881343999,840308.9885195766,0.04,10755211.657216,1836172.8000000005,0.06,0.0,1946343.1680000005,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,840308.9885195766,4311517.508077776,15688482.491922224,False,5135146.082304001,False,37229.57881343999,202969.04914944,0.0,13201554.825215999,
twenty_year_horizon__base_hit_everyone_happy__years_20,7,10755211.657216,0.08697700636596674,935456.1127769956,1290625.3988659198,38718.761965977596,896737.350811018,0.04,11185420.12350464,1946343.1680000005,0.06,0.0,2063123.7580800008,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,896737.350811018,5208254.858888794,14791745.141111206,False,5359478.788956162,False,38718.761965977596,241687.81111541757,0.0,13748543.88158464,
twenty_year_horizon__base_hit_everyone_happy__years_20,8,11185420.12350464,0.08915143152511591,997196.2162202775,1342250.4148205568,40267.5124446167,956928.7037756608,0.04,11632836.928444827,2063123.7580800008,0.06,0.0,2186911.183564801,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,956928.7037756608,6165183.562664455,13834816.437335545,True,5595120.415676007,False,40267.5124446167,281955.3235600343,0.0,14319748.112009628,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__base_hit_everyone_happy__years_20,9,11632836.928444827,0.09138021731324379,1063011.1664908158,1395940.4314133793,41878.21294240138,1021132.9535484144,0.04,12098150.40558262,2186911.183564801,0.06,0.0,2318125.8545786887,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1021132.9535484144,7186316.516212869,12813683.48378713,True,5842663.455974344,False,41878.21294240138,323833.5365024356,0.0,14916276.260161309,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__base_hit_everyone_happy__years_20,10,12098150.40558262,0.09366472274607489,1133169.9034792096,1451778.0486699142,43553.34146009743,1089616.5620191123,0.04,12582076.421805926,2318125.8545786887,0.06,0.0,2457213.4058534103,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1089616.5620191123,8275933.078231982,11724066.921768017,True,6102732.511304892,False,43553.34146009743,367386.87796253304,0.0,15539289.827659335,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__base_hit_everyone_happy__years_20,11,12582076.421805926,0.09600634081472674,1207959.1171088372,1509849.170616711,45295.47511850133,1162663.641990336,0.04,13085359.478678163,2457213.4058534103,0.06,0.0,2604646.210204615,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1162663.641990336,9438596.720222319,10561403.279777681,True,6375986.079874156,False,45295.47511850133,412682.3530810344,0.0,16190005.688882777,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__base_hit_everyone_happy__years_20,12,13085359.478678163,0.09840649933509492,1287684.4188380206,1570243.1374413795,47107.29412324138,1240577.1247147792,0.04,13608773.85782529,2604646.210204615,0.06,0.0,2760924.9828168917,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1240577.1247147792,10679173.844937097,9320826.155062903,True,6663118.447273214,False,47107.29412324138,459789.64720427577,0.0,16869698.840642184,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__base_hit_everyone_happy__years_20,13,13608773.85782529,0.10086666181847227,1372671.59048133,1633052.8629390348,48991.585888171045,1323680.0045931588,0.04,14153124.812138302,2760924.9828168917,0.06,0.0,2926580.4817859055,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,1323680.0045931588,12002853.849530255,7997146.150469745,True,6964861.684820481,False,48991.585888171045,508781.2330924468,0.0,17579705.29392421,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__base_hit_everyone_happy__years_20,14,14153124.812138302,0.10338832836393407,1463267.9154530973,1698374.9774565962,50951.249323697884,1412316.6661293993,0.04,11736595.63097655,2926580.4817859055,0.06,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,7997146.150469745,20000000.0,0.0,True,7281987.761849019,True,50951.249323697884,559732.4824161447,11736595.63097655,11736595.63097655,LP_HURDLE_ACHIEVED
twenty_year_horizon__slow_grind__years_20,1,8500000.0,0.065,552500.0,850000.0,25500.0,527000.0,0.02,8670000.0,1000000.0,0.02,0.0,1020000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,527000.0,527000.0,19473000.0,False,3687500.0,False,25500.0,25500.0,0.0,10190000.0,
twenty_year_horizon__slow_grind__years_20,2,8670000.0,0.06597499999999999,572003.2499999999,867000.0,26010.0,545993.2499999999,0.02,8843400.0,1020000.0,-0.05,0.0,969000.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,545993.2499999999,1072993.25,18927006.75,False,3679850.0,False,26010.0,51510.0,0.0,10312400.0,
twenty_year_horizon__slow_grind__years_20,3,8843400.0,0.06696462499999999,592194.9647249999,884340.0,26530.2,565664.7647249999,0.02,9020268.0,969000.0,0.04,0.0,1007760.0,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,565664.7647249999,1638658.014725,18361341.985275,False,3762827.0,False,26530.2,78040.2,0.0,10528028.0,
twenty_year_horizon__slow_grind__years_20,4,9020268.0,0.06796909437499998,613099.4469797923,902026.8,27060.804,586038.6429797923,0.02,9200673.36,1007760.0,0.03,0.0,1037992.8,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,586038.6429797923,2224696.657704792,17775303.342295207,False,3838161.1399999997,False,27060.804,105101.004,0.0,10738666.16,
twenty_year_horizon__slow_grind__years_20,5,9200673.36,0.06898863079062498,634741.8574581789,920067.336,27602.02008,607139.8373781788,0.02,9384686.8272,1037992.8,0.06,0.0,1100272.368,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,607139.8373781788,2831836.4950829707,17168163.50491703,False,3946444.0747999996,False,27602.02008,132703.02408,0.0,10984959.1952,
twenty_year_horizon__slow_grind__years_20,6,9384686.8272,0.07002346025248435,657148.2450264526,938468.6827199999,28154.060481599998,628994.1845448526,0.02,9572380.563744,1100272.368,0.02,0.0,1122277.8153600001,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,628994.1845448526,3460830.679627823,16539169.320372177,False,4015372.9562959997,False,28154.060481599998,160857.0845616,0.0,11194658.379104,
twenty_year_horizon__slow_grind__years_20,7,9572380.563744,0.07107381215627159,680345.5780758861,957238.0563743999,28717.141691232,651628.4363846541,0.02,9763828.175018879,1122277.8153600001,0.04,0.0,1167168.9279744,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,651628.4363846541,4112459.1160124773,15887540.883987524,False,4108125.97172912,False,28717.141691232,189574.22625283198,0.0,11430997.10299328,
twenty_year_horizon__slow_grind__years_20,8,9763828.175018879,0.07213991933861567,704361.7769819649,976382.8175018879,29291.484525056636,675070.2924569083,0.02,9959104.738519257,1167168.9279744,0.05,0.0,1225527.3743731203,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,675070.2924569083,4787529.4084693855,15212470.591530614,False,4215303.559002934,False,29291.484525056636,218865.71077788863,0.0,11684632.112892378,
twenty_year_horizon__slow_grind__years_20,9,9959104.738519257,0.0732220181286949,729225.7477094283,995910.4738519257,29877.31421555777,699348.4334938705,0.02,10158286.833289642,1225527.3743731203,0.03,0.0,1262293.1956043139,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,699348.4334938705,5486877.841963256,14513122.158036744,False,4301864.903926725,False,29877.31421555777,248743.0249934464,0.0,11920580.028893955,
twenty_year_horizon__slow_grind__years_20,10,10158286.833289642,0.07432034840062532,754967.416603571,1015828.6833289643,30474.860499868926,724492.5561037022,0.02,10361452.569955435,1262293.1956043139,0.02,0.0,1287539.0595164,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,724492.5561037022,6211370.398066958,13788629.601933042,False,4377902.202005259,False,30474.860499868926,279217.8854933153,0.0,12148991.629471835,
twenty_year_horizon__slow_grind__years_20,11,10361452.569955435,0.0754351536266347,781617.7664096771,1036145.2569955435,31084.357709866305,750533.4086998109,0.02,10568681.621354543,1287539.0595164,0.04,0.0,1339040.6218970562,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,750533.4086998109,6961903.806766769,13038096.193233231,False,4481211.027235692,False,31084.357709866305,310302.2432031816,0.0,12407722.2432516,
twenty_year_horizon__slow_grind__years_20,12,10568681.621354543,0.07656668093103419,809208.8735639384,1056868.1621354544,31706.04486406363,777502.8286998748,0.02,10780055.253781633,1339040.6218970562,0.04,0.0,1392602.2467729386,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,777502.8286998748,7739406.635466644,12260593.364533357,True,4587616.060218347,False,31706.04486406363,342008.2880672452,0.0,12672657.500554573,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__slow_grind__years_20,13,10780055.253781633,0.07771518114499971,837773.9468007456,1078005.5253781634,32340.165761344902,805433.7810394006,0.02,10995656.358857267,1392602.2467729386,0.03,0.0,1434380.3141761268,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,805433.7810394006,8544840.416506045,11455159.583493955,True,4683294.403890444,False,32340.165761344902,374348.4538285901,0.0,12930036.673033394,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__slow_grind__years_20,14,10995656.358857267,0.07888090886217469,867347.3671228116,1099565.6358857267,32986.9690765718,834360.3980462399,0.02,11215569.486034412,1434380.3141761268,0.03,0.0,1477411.7236014106,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,834360.3980462399,9379200.814552285,10620799.185447715,True,4781304.095110014,False,32986.9690765718,407335.4229051619,0.0,13192981.209635822,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__slow_grind__years_20,15,11215569.486034412,0.0800641224951073,897964.7291822468,1121556.9486034412,33646.70845810324,864318.0207241436,0.02,11439880.8757551,1477411.7236014106,0.03,0.0,1521734.075309453,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,864318.0207241436,10243518.835276429,9756481.164723571,True,4881704.294248228,False,33646.70845810324,440982.13136326516,0.0,13461614.951064553,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__slow_grind__years_20,16,11439880.8757551,0.0812650843325339,929662.8841223799,1143988.08757551,34319.6426272653,895343.2414951146,0.02,11668678.493270202,1521734.075309453,0.03,0.0,1567386.0975687366,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,895343.2414951146,11138862.076771542,8861137.923228458,True,4984555.720886287,False,34319.6426272653,475301.77399053046,0.0,13736064.590838939,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__slow_grind__years_20,17,11668678.493270202,0.0824840605975219,962479.9839318999,1166867.84932702,35006.035479810605,927473.9484520893,0.02,11902052.063135605,1567386.0975687366,0.03,0.0,1614407.6804957988,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,927473.9484520893,12066336.025223631,7933663.974776369,True,5089920.6962797,False,35006.035479810605,510307.8094703411,0.0,14016459.743631404,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__slow_grind__years_20,18,11902052.063135605,0.08372132150648472,996455.5273646958,1190205.2063135605,35706.156189406815,960749.3711752889,0.02,12140093.104398318,1614407.6804957988,0.03,0.0,1662839.9109106727,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,960749.3711752889,13027085.39639892,6972914.603601079,True,5197863.187010252,False,35706.156189406815,546013.9656597478,0.0,14302933.015308991,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__slow_grind__years_20,19,12140093.104398318,0.08497714132908199,1031630.4074806696,1214009.3104398318,36420.27931319495,995210.1281674746,0.02,12382894.966486285,1662839.9109106727,0.03,0.0,1712725.108237993,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,995210.1281674746,14022295.524566395,5977704.475433605,True,5308448.849859564,False,36420.27931319495,582434.2449729427,0.0,14595620.074724277,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED
twenty_year_horizon__slow_grind__years_20,20,12382894.966486285,0.0862517984490182,1068046.960864737,1238289.4966486285,37148.68489945885,1030898.275965278,0.02,9947853.527832817,1712725.108237993,0.03,0.0,0.0,0.0,,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,,5977704.475433604,20000000.0,0.0,True,5421745.077939136,True,37148.68489945885,619582.9298724016,9947853.527832817,9947853.527832817,LP_HURDLE_ACHIEVED
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,1,8500000.0,0.075,637500.0,935000.0,28050.0,609450.0,0.025,8712500.0,1000000.0,-0.7,0.0,300000.00000000006,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,609450.0,609450.0,19390550.0,False,2978125.0,False,28050.0,28050.0,0.0,9512500.0,
twenty_year_horizon__hedge_fund_failure_re_survival__years_20,2,8712500.0,0.0765,666506.25,958375.0,28751.25,637755.0,0.025,8930312.5,300000.00000000006,-0.2,0.0,240000.00000000006,0.0,,0.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,637755.0,1247205.0,18752795.0,False,2972578.125,False,28751.25,56801.25,0.0,9670312.5,
